發生地點,經度,緯度
桃園市八德區興豐路1151號前0.0公尺,121.305570,24.936677
南投縣信義鄉投97 9公里300.0公尺處東側向內側,120.987632,23.667976
宜蘭縣員山鄉內城村八甲路台電電桿內城(96 R9R12L4 E8770 AD32)),121.696710,24.721733
嘉義縣民雄鄉文隆村山腳1之78號前,120.432671,23.533657
雲林縣虎尾鎮虎興東二路與永興南七路口,120.420029,23.726251
花蓮縣新城鄉台8線 187公里500.0公尺處西側向路肩,121.636724,24.136321
澎湖縣西嶼鄉澎3號道與縣道203線岔路口(竹灣段),119.513771,23.616312
澎湖縣馬公市西文里縣道204道路口 / 澎湖縣馬公市西文里新店路口,119.587309,23.564898
花蓮縣新城鄉台9線 180.5公里附近向機、慢車道,121.605842,24.055256
彰化縣彰化市國聖里國聖路 / 彰化縣彰化市國聖里國聖路,120.546078,24.057431
臺中市霧峰區乾溪東路,120.693021,24.058598
臺中市霧峰區中正里四德路 / 臺中市霧峰區中正里林森路,120.695931,24.065745
苗栗縣苑裡鎮苗140線編號日田幹165電桿前,120.692689,24.373358
雲林縣二崙鄉大義村路燈130處路口,120.385316,23.792957
屏東縣長治鄉下寮巷(溪埔寮幹33R號前),120.540815,22.675335
臺南市後壁區竹新里新厝26號前南78-線上(仕安高幹2號),120.308472,23.340629
高雄市仁武區水管路竹後0044路燈號前0.0公尺前,120.328873,22.706374
臺南市東山區縣165線 16公里600.0公尺處南側向內側,120.406976,23.328906
臺南市關廟區國道3號 357公里北側向交流道,120.333961,22.971824
新北市新莊區新北市新莊區重新堤外道路808241燈桿前往三重,121.453971,25.033547
屏東縣里港鄉三和路102之4號前,120.503502,22.810391
屏東縣萬丹鄉萬丹路2段285號前0.0公尺,120.487016,22.607177
臺南市西港區台19線 126公里500.0公尺處北側向四岔路口,120.196822,23.137139
臺北市文山區羅斯福路4段 / 臺北市文山區基隆路4段,121.537085,25.010750
南投縣鹿谷鄉投100  10.25公里處,120.770637,23.810669
臺中市清水區中社里港埠路三段 / 臺中市清水區中社里中社路,120.547085,24.275491
臺中市中區綠川里建國路 / 臺中市中區綠川里民族路,120.683316,24.136360
雲林縣西螺鎮公館里156縣道20K往東50公尺處,120.442383,23.747926
新竹縣湖口鄉達生路口 / 新竹縣湖口鄉中正七街口,121.043324,24.896586
高雄市大社區中山路711號前0.0公尺前,120.366026,22.730079
屏東縣鹽埔鄉民治路126之1號前,120.580293,22.726795
桃園市楊梅區楊湖路1段94號前200.0公尺,121.139371,24.909292
臺南市龍崎區崎頂里新市子104號,120.364167,22.964307
桃園市新屋區社子里興福路346巷53弄168號前0.0公尺附近,121.081527,24.964233
桃園市龜山區長峰路36號前10.0公尺,121.341571,25.001575
臺南市下營區宅內里中正北路口 / 臺南市下營區中正北路口,120.258018,23.244882
嘉義縣中埔鄉和美村忠義路與和美路口,120.471521,23.458430
臺東縣東河鄉台11線 147公里700.0公尺處北側向路肩,121.206248,22.864122
彰化縣大村鄉平和村山腳路142-13號前0.0公尺前,120.578713,23.998580
高雄市楠梓區村左楠路4號前0.0公尺,120.302392,22.709029
臺中市清水區中山路 / 臺中市清水區文化路,120.573685,24.264311
臺中市大里區夏田里環河路一段408號前0.0公尺,120.670578,24.083935
南投縣埔里鎮中山路四段106號旁,120.932747,23.967181
雲林縣北港鎮草湖里台19線公路與產業道路口,120.307118,23.610451
臺中市北屯區三光里太原路三段 / 臺中市北屯區三光里九龍街,120.695365,24.164937
新竹縣新埔鎮文山里文山路口 / 新竹縣新埔鎮文山里陽明街口,121.034552,24.830958
苗栗縣苑裡鎮台一線141.9K處南下車道,120.644628,24.435238
臺北市文山區興隆路3段 / 臺北市文山區萬芳路,121.560044,24.996802
臺南市東山區聖賢里區道南314線附近 / 臺南市東山區聖賢里區道南102線附近,120.357309,23.309714
高雄市岡山區鵬程路 / 高雄市岡山區鵬程西街,120.296055,22.789302
宜蘭縣蘇澳鎮台9線 114公里700.0公尺處北側,121.832546,24.507860
高雄市美濃區清水街 / 高雄市美濃區八德街,120.527500,22.860750
臺南市麻豆區井東里安業113號前路口,120.247074,23.160886
宜蘭縣三星鄉尚貴路一段219號 往東80公尺,121.708792,24.693859
屏東縣長治鄉中興路與光華巷口前,120.533334,22.690554
彰化縣福興鄉大崙村大崙街13-23號前20.0公尺北側,120.475589,24.039576
臺中市烏日區光明里五光路復光三巷157號前0.0公尺,120.640818,24.100371
雲林縣虎尾鎮墾地里學府二路與科園路口,120.413202,23.741815
苗栗縣獅潭鄉台3線 110公里800.0公尺處北側向內側,120.931642,24.562266
彰化縣埔心鄉舊舘村中正路2段155號前0.0公尺前,120.523755,23.949288
雲林縣口湖鄉台子村台興路,120.143870,23.565887
臺中市南區崇倫里三民西路 / 臺中市南區崇倫里東興路,120.653263,24.128829
新北市新店區新北市新店區安業街與安利街旁,121.521187,24.974137
嘉義縣水上鄉粗溪村台1線274公里100公尺處北向車道,120.399771,23.435194
新北市新莊區新北市新莊區新北大道7段與壽山路,121.412075,25.028492
苗栗縣苗栗市文發路、文發路255巷口,120.811976,24.573749
高雄市大樹區興田路興田0205燈桿號前0.0公尺,120.301520,22.627160
嘉義縣番路鄉草山村台三線313公里500公尺處,120.613456,23.379417
新北市樹林區新北市樹林區柑園街2段175巷與佳園路3段68巷,121.380898,24.951979
宜蘭縣蘇澳鎮中山路2段口 / 宜蘭縣蘇澳鎮中山路2段口,121.834269,24.603032
高雄市大社區光華路 / 高雄市大社區保舍甲路,120.347548,22.746606
苗栗縣後龍鎮台6線 500.0公尺處西側,120.780618,24.601395
臺中市北區育德里中清路 / 臺中市北區育德里育德路,120.676246,24.157489
桃園市新屋區下埔里文化路三段南下車道50.8K附近(永安所;Q110030367),121.047216,25.010155
臺中市梧棲區北上153K處,120.538758,24.255833
桃園市八德區長興路350-5號前0.0公尺,121.276621,24.931638
臺南市安南區台江大道二段(近工明五路口),120.203844,23.058390
高雄市仁武區高楠公路62號前0.0公尺,120.323793,22.701434
嘉義縣中埔鄉金蘭村金蘭24-3號,120.506848,23.444068
屏東縣新園鄉興安路5號前,120.463904,22.512014
新北市五股區新北市五股區新五路2段與蓬萊路,121.438610,25.078531
臺北市信義區松山路 / 臺北市信義區福德街,121.578536,25.036229
苗栗縣卓蘭鎮中正路145號前0.0公尺,120.828424,24.312061
臺南市安南區長和路1段1巷(台電大豐高幹108-1電桿)前,120.238379,23.052107
嘉義縣太保市新埤里台18線與嘉49線路口,120.334605,23.475235
臺北市大同區鄭州路 / 臺北市大同區西寧北路,121.508202,25.050605
新竹縣湖口鄉新興路560之2號前0.0公尺附近,121.005827,24.878083
高雄市大寮區鳳林一路 / 高雄市大寮區無名路,120.401191,22.584481
高雄市三民區國道1號 364公里800.0公尺處南側向外側,120.333205,22.656458
臺中市霧峰區四德里四德北路63號前0.0公尺,120.664852,24.064608
彰化縣溪湖鎮番婆里彰水路2段463號前0.0公尺,120.480675,23.945903
雲林縣虎尾鎮惠來里145乙與產業道路口,120.495705,23.730013
新北市鶯歌區新北市鶯歌區福德一路1號旁,121.326089,24.935055
高雄市岡山區介壽西路 / 高雄市岡山區頂潭路,120.275737,22.784280
屏東縣萬丹鄉萬生村大學路103號前0.0公尺,120.517402,22.597528
臺南市左鎮區榮和里菜寮97號旁產業道路口,120.399183,23.061385
苗栗縣公館鄉五谷村五谷128-5號前水溝,120.816108,24.523414
臺南市安定區港南里國道8號側車道港口1-26號前0.0公尺,120.225706,23.085733
高雄市大寮區興隆路 / 高雄市大寮區東隆街,120.412430,22.607671
臺南市永康區中正北路與龍橋街口,120.261836,23.045786
高雄市美濃區復興街1段411巷中壇238電桿號前0.0公尺,120.548881,22.872118
臺中市南區南和里工學路40號前0.0公尺,120.666078,24.117029
苗栗縣苑裡鎮山柑里山柑2-1號旁二姐檳榔攤前,120.677302,24.388185
嘉義縣大林鎮排路里162線與早知路路口,120.429706,23.613579
彰化縣埤頭鄉豊崙村彰水路4段 / 彰化縣埤頭鄉豊崙村彰水路4段,120.474515,23.921561
高雄市大寮區鳳林三路373巷7之5號前0.0公尺,120.396500,22.601710
桃園市大溪區國道3號 58公里300.0公尺處北側向輔助,121.261727,24.886544
嘉義縣中埔鄉石硦村台三線309公里400公尺處,120.583205,23.373379
臺南市安南區安明路2段路燈117號前0.0公尺,120.159562,23.038870
彰化縣伸港鄉大同村中興路2段88號前0.0公尺前,120.485895,24.158920
臺中市新社區電桿成功幹163旁,120.888245,24.097551
桃園市桃園區龍壽街125號前0.0公尺附近,121.268315,24.981672
南投縣南投市中正路194號,120.691121,23.948843
臺中市神岡區圳前里中山路1720巷60號前0.0公尺,120.652993,24.264298
嘉義縣民雄鄉福興村牛稠溪1739號旁路口,120.420861,23.515962
屏東縣新園鄉港墘村港墘路2之398號號前0.0公尺附近,120.465870,22.534542
高雄市鳥松區文前路鳥松0047號前0.0公尺,120.348819,22.667292
臺中市南屯區楓樹里環中路五段 / 臺中市南屯區楓樹里永春東三路,120.631041,24.149175
高雄市左營區軍校路82號前0.0公尺,120.292626,22.689906
臺中市南區江川里建成路 / 臺中市南區江川里復興園路,120.672009,24.126484
高雄市前鎮區中山四路.號前0.0公尺,120.332117,22.576724
花蓮縣壽豐鄉中山路3段92號前0.0公尺,121.530914,23.909678
花蓮縣玉里鎮台30線 20公里500.0公尺處,121.337744,23.290706
宜蘭縣冬山鄉廣興路165號前0.0公尺附近,121.749843,24.670097
高雄市鳳山區澄清路 / 高雄市鳳山區中山西路,120.341900,22.630160
新北市石碇區新北市石碇區北宜公路27.3公里處,121.677618,24.937839
臺南市善化區蓮潭里目加溜灣大道前0.0公尺,120.307239,23.119163
新竹縣寶山鄉新湖路三段溪峰高幹164,121.004430,24.718997
高雄市林園區工業二路林工二047號前0.0公尺,120.394400,22.509230
嘉義縣大埔鄉西興村台三線351公里500公尺處,120.598792,23.301073
桃園市大園區田溪路照鏡橋旁,121.197903,25.033247
花蓮縣秀林鄉台8線 160.8公里附近,121.487902,24.198777
彰化縣溪湖鎮河東里環河路1段前0.0公尺,120.483431,23.966865
高雄市前鎮區后平路 / 高雄市前鎮區后安路,120.321232,22.572595
新竹縣新埔鎮文山路亞東段127號附近(電桿:遠東高幹7E0693GA97),121.061854,24.824496
桃園市大園區國道2號 4公里400.0公尺處東側向路肩,121.213828,25.056851
南投縣信義鄉投97 7公里700.0公尺處,120.940588,23.830053
高雄市甲仙區台29省道41公里號前0.0公尺,120.552023,23.045031
苗栗縣頭份市中正一路口 / 苗栗縣頭份市中正一路口,120.938685,24.683069
屏東縣萬巒鄉保安路1-2號旁,120.607415,22.616866
臺南市佳里區縣176線 14公里800.0公尺處東側向路肩,120.203713,23.172437
彰化縣田中鎮三安里員集路1段400號前0.0公尺,120.595635,23.844232
高雄市林園區林內路45巷28號前0.0公尺,120.400994,22.532839
桃園市八德區和平路870號前0.0公尺,121.319456,24.959296
臺北市大安區忠孝東路4段 / 臺北市大安區敦化南路1段,121.553466,25.041680
彰化縣埔鹽鄉新水村大新路1弄10-8號前0.0公尺附近,120.443777,23.988773
新北市鶯歌區新北市鶯歌區文化路407號,121.353220,24.949439
臺南市東山區聖賢里南314線4.5公里處,120.351522,23.308267
桃園市桃園區南平路橋上近春日路(M110040474)同安所,121.307160,25.021462
嘉義縣民雄鄉松山村松子腳38之4號旁,120.472417,23.540523
桃園市大園區中正東路1段330號前0.0公尺,121.198252,25.064041
新北市樹林區新北市樹林區中和街78之1號旁,121.382827,24.980909
臺南市麻豆區南48 500.0公尺處西側,120.228215,23.168182
高雄市橋頭區橋新六路新莊035燈桿號前0.0公尺,120.310347,22.747695
苗栗縣頭份市中華路與科東二路口,120.920972,24.701958
新北市三重區新北市三重區疏洪十二路中山橋下,121.473932,25.061249
臺南市南區86快速道路永成交流道匝道口,120.192582,22.933338
臺南市仁德區中正路一段口 / 臺南市仁德區中正路一段,120.242058,22.926463
雲林縣東勢鄉安南村縣道153北上慢車道4公里處,120.256158,23.707691
彰化縣永靖鄉同安村永福路1段692號前0.0公尺前,120.527908,23.924058
臺北市內湖區瑞光路 / 臺北市內湖區陽光街,121.578903,25.073895
臺北市松山區敦化北路 / 臺北市松山區八德路3段,121.549165,25.048221
桃園市觀音區中正路150號前0.0公尺,121.082363,25.033666
新北市新店區新北市新店區北宜路18.8K,121.542779,24.953206
嘉義縣太保市過溝里嘉56線5公里200公尺處,120.356358,23.493099
臺南市七股區大埕里大埕448號,120.140948,23.136229
桃園市蘆竹區南崁路2段口 / 桃園市蘆竹區長興路4段口,121.266856,25.062515
南投縣草屯鎮新豐里成功路一段與成功路一段1057巷口,120.686858,23.992372
彰化縣溪州鄉國道1號 221公里800.0公尺處北側向路肩,120.484795,23.832316
臺北市內湖區成功路2段179號前0.0公尺,121.590620,25.066251
高雄市大寮區華中路 / 高雄市大寮區188縣道,120.407774,22.586667
彰化縣溪州鄉舊眉村溪斗路 / 彰化縣溪州鄉舊眉村移民路,120.521934,23.856987
宜蘭縣蘇澳鎮海山東路口 / 宜蘭縣蘇澳鎮海山西路口,121.837716,24.611750
雲林縣東勢鄉東北村東勢東路,120.259939,23.675266
宜蘭縣羅東鎮中山路1段口 / 宜蘭縣羅東鎮191線道路口,121.796080,24.671749
臺中市西區後龍里民權路 / 臺中市西區後龍里後龍街,120.669823,24.147341
新北市泰山區新北市泰山區明志路2段273巷16弄20號,121.427704,25.046482
臺北市大安區長興街75號前0.0公尺,121.546432,25.015716
雲林縣麥寮鄉海豐村海豐橋杉仔腳(麥寮鄉013299路燈)附近,120.226224,23.761961
嘉義縣六腳鄉竹本村台19線76.8公里,120.264524,23.525619
新竹縣關西鎮縣118線 29.5公里附近向中線,121.203441,24.778366
花蓮縣吉安鄉吉豐路3段北側 / 花蓮縣吉安鄉香源路口,121.577140,23.963375
臺中市北屯區東山里東山路二段1巷8弄8-1號前0.0公尺,120.738312,24.179437
臺南市善化區文正里光復路口 / 臺南市善化區文正里陽明路口,120.285453,23.135285
臺中市大里區新里里國光路二段147號前0.0公尺,120.681736,24.102608
桃園市龜山區大湖路口 / 桃園市龜山區新興街口,121.352880,25.053251
臺南市北區海安路三段口 / 臺南市北區和緯路口,120.200615,23.011732
臺南市東區東平路102號前0.0公尺,120.230754,22.995366
屏東縣獅子鄉台9線 451公里南側向內側,120.736253,22.211192
苗栗縣獅潭鄉台三線108公里往南車道,120.930260,24.523866
屏東縣萬巒鄉屏東縣萬巒鄉萬巒鄉新厝村沿山公路與平和路口附近(屏185線44K處南下),120.621732,22.591331
臺中市西屯區福和里臺灣大道四段5巷281號前0.0公尺,120.628784,24.173432
嘉義縣番路鄉新福村台三線284.8公里處,120.532766,23.463013
臺中市清水區近民族路口往北30公尺,120.532895,24.272731
苗栗縣竹南鎮國道3號 114公里600.0公尺處北側向外側,120.876545,24.705293
彰化縣彰化市香山里彰南路3段2弄前0.0公尺,120.592274,24.078295
臺中市大甲區經國路前0.0公尺,120.624111,24.357463
屏東縣萬巒鄉泗溝村永全路永平路,120.580820,22.588206
新北市泰山區新北市泰山區大科一路299號,121.432627,25.061234
宜蘭縣員山鄉大湖路員山燈桿99089號附近,121.701355,24.744801
宜蘭縣羅東鎮純精路3段445號前0.0公尺附近,121.770529,24.688107
高雄市前鎮區村金福路 / 高雄市前鎮區東亞路,120.325803,22.569492
桃園市蘆竹區大興路口 / 桃園市蘆竹區中興路口,121.261485,25.012719
新北市樹林區新北市樹林區東佳路與東和街,121.401483,24.976986
花蓮縣花蓮市中山路口 / 花蓮縣花蓮市建國路口,121.604405,23.983358
宜蘭縣宜蘭市中山路1段口 / 宜蘭縣宜蘭市南津路,121.769142,24.718535
新北市樹林區新北市樹林區八德街與堤外道路,121.390575,24.968569
高雄市前鎮區過港隧道前鎮往旗津方向機車道400公尺處,120.318793,22.566788
澎湖縣馬公市啟明里民福路口 / 澎湖縣馬公市啟明里仁愛路口,119.568249,23.564883
苗栗縣苑裡鎮140線與苗43線路口,120.712954,24.360719
桃園市桃園區桃鶯路474號前0.0公尺,121.324388,24.973796
苗栗縣後龍鎮台72線 2.8公里西側向內側,120.791811,24.611970
彰化縣鹿港鎮海埔里鹿草路2段 / 彰化縣鹿港鎮海埔里鹿草路2段,120.441126,24.073678
苗栗縣銅鑼鄉銅鑼村19鄰中正路17號,120.786152,24.481002
臺中市沙鹿區電線桿神清幹13前,120.602976,24.260048
宜蘭縣礁溪鄉191縣道路口 / 宜蘭縣礁溪鄉武暖路口,121.777928,24.782060
高雄市大社區中正路 / 高雄市大社區大社路,120.348891,22.733197
高雄市梓官區信義路彌陀BB23號前0.0公尺,120.261566,22.764307
宜蘭縣頭城鎮猴洞橋東端(台9線69.7K)附近,121.822913,24.615380
桃園市中壢區龍慈路口 / 桃園市中壢區龍岡路3段,121.236026,24.930096
南投縣埔里鎮枇杷路83號附近,120.987811,23.952097
高雄市阿蓮區民生路286號前0.0公尺,120.323303,22.888824
臺南市新營區埤寮里埤寮96號,120.320635,23.326986
高雄市三民區明誠二路48號前0.0公尺,120.321600,22.666660
南投縣草屯鎮山腳里富林路1段607號,120.689448,23.970127
臺中市梧棲區頂寮里大智路二段 / 臺中市梧棲區頂寮里八德路,120.532023,24.260495
桃園市桃園區國際路一段413巷56號前0.0公尺,121.288176,24.970951
屏東縣屏東市和生路二段口 / 屏東縣屏東市和生路二段口,120.484568,22.651771
高雄市六龜區台27線 2公里100.0公尺處北側,120.668212,23.058331
宜蘭縣三星鄉大洲路262號前0.0公尺北側,121.727919,24.698084
屏東縣枋寮鄉台17線與東林路口,120.588774,22.394783
臺北市中正區南海路 / 臺北市中正區和平西路2段,121.509193,25.030489
桃園市龜山區萬壽路2段口 / 桃園市龜山區新樂街口,121.362018,25.001666
彰化縣竹塘鄉竹元村竹鹿路前0.0公尺,120.420757,23.859545
桃園市桃園區桃鶯路220號前0.0公尺,121.319660,24.980856
高雄市鳳山區南榮路 / 高雄市鳳山區鳳南路,120.335746,22.601128
臺中市后里區公館里三豐路五段131號前0.0公尺,120.728924,24.329658
臺南市善化區嘉北里省道臺1線前0.0公尺,120.331601,23.148216
新北市永和區新北市永和區中山路1段35號,121.513195,25.010467
高雄市阿蓮區台28省道 / 高雄市阿蓮區台39省道,120.307700,22.877770
雲林縣口湖鄉崙東村中山路(路燈編號076778旁),120.164878,23.617793
彰化縣芳苑鄉崙腳村草崙路13弄78號前0.0公尺,120.368247,23.961864
新竹市東區忠孝路口 / 新竹市東區建功一路,120.991682,24.803687
桃園市桃園區新埔六街116號前0.0公尺附近,121.302046,25.016040
臺中市烏日區榮泉里中山路三段 / 臺中市烏日區榮泉里榮和路,120.597998,24.111375
嘉義市東區國道3號 295公里800.0公尺處南側向內側,120.494951,23.490193
臺南市下營區大吉里南57線0.8公里處,120.268580,23.229291
臺中市大甲區義和里經國路 / 臺中市大甲區義和里文曲路,120.617771,24.340803
新北市五股區新北市五股區疏洪北路與成洲八路,121.450777,25.074792
臺東縣太麻里鄉台9線 393公里500.0公尺處南側向中外,120.984759,22.572182
彰化縣永靖鄉永興村永興路1段 / 彰化縣永靖鄉永興村永興路1段,120.568185,23.925185
臺南市北門區永隆里省道臺17線口 / 臺南市北門區永隆里臺84下東西平面道路口,120.129744,23.278386
臺中市清水區鰲峰里中航路三段1號前0.0公尺,120.582748,24.266095
新竹縣竹北市中華路678號附近,121.005316,24.847459
桃園市平鎮區金陵路7段口 / 桃園市平鎮區石門大圳便道口,121.232474,24.903581
臺北市萬華區漢中街 / 臺北市萬華區成都路,121.507498,25.042382
臺中市東勢區北興里東關路7段口 / 臺中市東勢區北興里正二街口,120.824030,24.258123
高雄市鼓山區馬卡道路 / 高雄市鼓山區青海路,120.301520,22.627160
新竹縣橫山鄉中豐路二段與仁愛街口,121.144077,24.716594
高雄市鳳山區五甲一路口 / 高雄市鳳山區凱旋路口,120.350453,22.612226
臺中市龍井區新庄里向上路六段 / 臺中市龍井區新庄里南新路,120.574315,24.181149
桃園市觀音區大觀路1段口 / 桃園市觀音區大觀路1段,121.154819,25.053194
桃園市龍潭區公園路燈桿0301089前,121.218904,24.867078
新北市新店區國道3號 31公里北側向路肩,121.525159,24.968556
臺中市大里區內新里內新街108號前0.0公尺,120.693208,24.113118
新北市三重區新北市三重區疏洪十二路(中山橋下方),121.472134,25.064110
高雄市左營區村明誠二路 / 高雄市左營區富國路,120.306600,22.675510
高雄市六龜區台20線 75公里東側,120.683072,23.092348
桃園市龜山區振興路1057號前0.0公尺,121.370161,25.025131
臺中市清水區頂湳里大田產業道路前0.0公尺,120.613414,24.306006
南投縣鹿谷鄉初鄉村中正路3段-投151線2.8k,120.727733,23.761516
雲林縣斗六市雲林路二段357號前,120.528617,23.701134
臺北市信義區永吉路 / 臺北市信義區松山路,121.577596,25.045478
新竹縣新豐鄉竹六線與中崙村產業道路,121.016842,24.891475
高雄市大樹區台29省道前0.0公尺,120.443461,22.716890
臺南市安平區安北路180號前0.0公尺,120.159519,23.002544
臺中市南區和平里東興路一段 / 臺中市南區和平里樹義一巷,120.657298,24.118571
臺南市仁德區一甲里中正路三段口 / 臺南市仁德區一甲里忠義路口,120.254018,22.976666
高雄市鳥松區村學堂路 / 高雄市鳥松區北平路,120.399263,22.657401
雲林縣東勢鄉東北村北環東路前0.0公尺,120.257410,23.679456
南投縣名間鄉員集路路燈002029處,120.715155,23.830615
彰化縣田中鎮沙崙里中州路2段 / 彰化縣田中鎮沙崙里中州路2段,120.574844,23.847539
桃園市觀音區新華路1段968號前0.0公尺,121.122731,25.000380
嘉義縣民雄鄉東湖村建國路二段260之1號前,120.433617,23.548382
新竹縣寶山鄉寶新路2段附近 / 新竹縣寶山鄉東坑路口,120.972838,24.738262
宜蘭縣蘇澳鎮台9線 105公里500.0公尺處,121.848748,24.590838
臺北市大同區承德路3段 / 臺北市大同區敦煌路,121.519936,25.075247
屏東縣長治鄉下寮巷33號附近,120.541570,22.675478
南投縣南投市登施路路燈32115,120.645486,23.911451
苗栗縣公館鄉館南村館南312號前,120.827956,24.493460
屏東縣屏東市和生路1段口 / 屏東縣屏東市歸仁路口,120.502764,22.657894
高雄市大寮區村八德路中庄256路燈號前0.0公尺前,120.399250,22.632331
臺南市永康區富強路一段97號前,120.273089,23.015514
臺中市北屯區水景里太原路三段 / 臺中市北屯區水景里景賢六路,120.711641,24.164543
臺南市南區萬年路363號口,120.189693,22.936597
桃園市楊梅區楊新路1段口 / 桃園市楊梅區楊新路1段,121.138625,24.917673
苗栗縣通霄鎮台1線123.8k北上車道與台61線上匝道入口處(南下),120.715890,24.570544
彰化縣芳苑鄉仁愛村斗苑路頂後段 / 彰化縣芳苑鄉仁愛村芳寮路,120.349311,23.905155
新北市石碇區新北市石碇區北宜公路23.4公里處,121.677618,24.937839
雲林縣斗六市虎溪里西平路511號前0.0公尺,120.526072,23.721391
高雄市三民區村大裕路 / 高雄市三民區大興街,120.328611,22.653993
桃園市觀音區成功路1段268之1號前0.0公尺,121.143344,25.054691
桃園市蘆竹區中正北路12號前0.0公尺,121.291976,25.030272
彰化縣和美鎮還社里彰新路4段343號前0.0公尺,120.520357,24.122545
臺南市仁德區中洲里依仁路，中洲橋,120.253564,22.910337
臺南市學甲區三慶里區道南2線紅茄62-8號口,120.192900,23.286624
臺南市七股區七股區篤加里南25-3公路1.4公尺處,120.119023,23.150047
南投縣魚池鄉文武巷1-20號前,120.939764,23.888223
臺南市新營區國道1號 286公里200.0公尺處南側向內側,120.286667,23.301615
宜蘭縣頭城鎮吉祥路平交道(宜蘭線八堵起56K+918M),121.821130,24.856319
嘉義縣大林鎮平林里水源路與水源路73巷路口,120.461451,23.605202
南投縣埔里鎮台21線 52公里400.0公尺處東側,120.922306,23.931625
臺東縣成功鎮台11線 99公里800.0公尺處附近,121.401884,23.211924
臺南市新營區興業里延平路急水溪橋北上車道(3851號路燈),120.312899,23.296011
雲林縣虎尾鎮埒內里埒內路255-51號口,120.447459,23.728920
高雄市大寮區村大寮路 / 高雄市大寮區無名路,120.408310,22.593648
高雄市永安區村永達路永安156燈桿號前0.0公尺,120.217378,22.825671
南投縣國姓鄉中正路1段(台14線35K),120.818403,24.008664
桃園市楊梅區裕成路上(編號0410867)路燈桿旁,121.164241,24.907063
花蓮縣花蓮市防汛道路豐村132之3號前0.0公尺,121.594367,24.012668
新北市五股區新北市五股區壟鉤路燈桿344007,121.415173,25.087111
雲林縣斗南鎮台78線下台1線匝道(台78線32.8公里西向),120.462496,23.662277
雲林縣口湖鄉台61線公路(北上245.4公里處),120.156830,23.567409
彰化縣溪州鄉潮洋村陸軍路1段 / 彰化縣溪州鄉潮洋村陸軍路1段,120.519090,23.813128
南投縣草屯鎮御史里玉屏路珍東橋旁,120.714894,24.001001
苗栗縣三灣鄉苗124線18.5公里處,120.983720,24.639374
桃園市大園區大觀路口 / 桃園市大園區大觀路,121.165841,25.057894
嘉義市西區湖內里湖子內路 / 嘉義市西區湖內里環湖路,120.438530,23.442324
臺中市新社區復盛里中和街三段 / 臺中市新社區復盛里橫屏巷,120.803048,24.234506
雲林縣斗南鎮雲林縣斗南鎮新崙里雲181線道與雲181縣產業道口,120.438922,23.673310
雲林縣北港鎮樹腳里產業道路北好38西10A電桿旁,120.285481,23.589053
苗栗縣銅鑼鄉銅鑼村東田洋5號,120.786215,24.476256
新北市永和區新北市永和區中正路與永貞路,121.515196,24.996749
嘉義縣中埔鄉裕民村嘉135線與嘉134線岔路口,120.514987,23.431690
屏東縣枋寮鄉台1線 436公里北側向內側,120.598734,22.377527
臺中市烏日區國道1號 185公里500.0公尺處北側向外側,120.593458,24.115535
臺南市歸仁區後市里國光街附近 / 臺南市歸仁區後市里民族一街口,120.291320,22.968925
臺中市和平區達觀里東崎路1段前0.0公尺,120.922541,24.311165
花蓮縣富里鄉台9線 288公里700.0公尺處口,121.296967,23.253970
桃園市桃園區莊敬路二段往桃園方向近寶慶路口(路邊停車格063號前),121.288052,25.020443
新北市新莊區新北市新莊區中環路3段245629燈桿,121.442470,25.053583
高雄市阿蓮區村中山路339號前0.0公尺,120.326474,22.873935
新竹市香山區華江街39巷與華江街47巷口,120.919215,24.807998
高雄市鳳山區村文教路 / 高雄市鳳山區文昌二街,120.352056,22.633541
新竹縣竹北市東興路二段1038巷口,121.066335,24.785133
臺南市安南區大眾路(本田高幹114-1號燈桿),120.137781,23.028908
臺中市大里區西湖里大峰路57號前0.0公尺,120.690268,24.074927
新竹市香山區中華路5段513巷,120.912465,24.761113
臺南市鹽水區水秀里區道南74線口 / 臺南市鹽水區水秀里區道南80線口,120.287342,23.328847
屏東縣屏東市公興路368巷(口),120.478184,22.642440
臺中市霧峰區國道6號 1公里西側向路肩,120.725635,24.006451
屏東縣枋寮鄉台17線 272公里,120.586659,22.398257
新北市新莊區新北市新莊區民安路與成功街,121.429414,25.021668
臺東縣臺東市正氣北路口 / 臺東縣臺東市綏遠路1段口,121.113841,22.761635
屏東縣屏東市機場北路(過福德祠第二支路燈桿),120.477635,22.672427
嘉義市東區國道3號 294公里400.0公尺處北側向內側,120.494951,23.490193
臺南市七股區龍山里9-2號前,120.117431,23.137197
屏東縣高樹鄉尚和路、中正路口,120.617799,22.759849
南投縣草屯鎮新庄里芬草路二段與日新街口,120.677469,23.988383
苗栗縣苑裡鎮140線東向車道7.5公里處,120.677887,24.387553
屏東縣枋山鄉台1線 448公里800.0公尺處南側向機、慢車道,120.643964,22.293113
臺南市新市區永就里中山路口 / 臺南市新市區永就里新港社大道口,120.281876,23.062297
臺南市山上區178甲線與南184線道路口,120.359667,23.096719
南投縣草屯鎮碧洲里草溪路富貴巷涵洞前,120.671082,23.948673
雲林縣四湖鄉林厝村台78線入61線匝道,120.177399,23.694194
臺北市南港區忠孝東路7段前0.0公尺,121.598557,25.051030
